S1M1	S2M1	S3M1	S4M1	S5M1	S6M1	S7M1	S8M1	S1M2	S2M2	S3M2	S4M2	S5M2	S6M2	S7M2	S8M2	S1M3	S2M3	S3M3	S4M3	S5M3	S6M3	S7M3	S8M3	S1M4	S2M4	S3M4	S4M4	S5M4	S6M4	S7M4	S8M4	S1M5	S2M5	S3M5	S4M5	S5M5	S6M5	S7M5	S8M5	S1M6	S2M6	S3M6	S4M6	S5M6	S6M6	S7M6	S8M6	S1M7	S2M7	S3M7	S4M7	S5M7	S6M7	S7M7	S8M7	S1M8	S2M8	S3M8	S4M8	S5M8	S6M8	S7M8	S8M8	y
-16	-52	-7	-5	-8	-22	-9	-26	4	5	-3	2	7	17	7	5	2	-16	-1	-4	20	6	-5	-11	-1	1	-8	-5	13	-7	-18	-22	-19	11	6	3	6	22	22	13	-36	0	0	-7	-12	-23	-1	-10	7	-1	-5	2	-19	-1	-13	5	25	18	-5	-5	26	26	-5	3	papel
2	-3	-4	-2	0	-32	-10	3	3	0	2	-6	8	-6	-2	1	1	-4	-2	0	-13	-18	4	-1	6	-2	-3	-7	-2	30	-2	3	-6	-1	0	3	10	8	4	-2	3	-1	-6	-4	1	17	-7	1	2	2	3	10	-4	-10	0	-18	-5	0	3	1	-4	32	16	30	ok
-9	6	4	9	-5	-22	98	14	-4	-9	3	-9	6	1	-16	9	4	-2	-7	2	3	1	5	-6	14	0	3	17	0	11	37	7	-17	3	1	-26	19	-22	-79	-8	0	3	-2	0	-10	24	2	-8	-6	-4	-1	3	-6	0	42	13	6	-4	-2	1	6	-6	-5	-11	piedra
3	9	-1	-4	-9	4	0	-6	5	-3	-5	-4	5	22	1	4	1	15	1	-5	2	-19	-6	-10	-9	-5	-5	-2	-13	-12	1	11	2	-16	10	4	25	16	-1	-13	3	5	3	11	12	29	5	7	-11	-8	-2	-7	-28	35	2	8	20	-2	0	1	9	-10	4	33	papel
12	10	-3	-4	-4	-9	-4	-22	5	3	3	-3	-17	-9	-2	15	-12	-26	-11	3	2	3	1	-19	2	0	5	-5	32	17	3	5	1	-9	-1	-2	-19	0	-2	-7	-2	-12	-8	-7	-9	-9	-2	9	22	23	0	2	53	11	3	25	-22	-5	0	8	-4	-14	3	-20	papel
9	4	4	6	10	32	6	-1	9	-2	-7	-1	-24	-44	-2	3	-7	-1	-2	0	11	63	7	-11	4	-1	0	4	44	31	-8	-5	-11	-4	-3	-5	-20	-38	-4	16	3	3	5	1	4	-4	5	-1	-5	-3	-1	-3	-5	-9	-2	-5	4	1	0	-3	10	-4	2	13	ok
10	0	3	5	3	-3	20	-5	-6	32	-6	0	-11	-21	24	1	-20	-12	-6	-8	3	-10	16	3	-16	19	11	20	-13	-24	-62	-34	2	-49	-9	-15	31	10	5	-3	8	38	8	-5	-12	-7	17	24	4	10	-12	0	3	-2	-23	0	-17	-52	-2	-6	-7	10	6	4	piedra
-15	-2	-1	1	17	-3	0	-10	-5	-6	-1	-3	16	40	0	8	12	2	-2	-2	-26	-28	-4	-6	-12	-4	1	-1	-2	26	2	7	-18	-1	-1	-3	24	-19	-7	-19	20	9	5	2	-38	-25	4	17	-3	0	-5	-1	24	26	2	6	1	-1	-4	-4	-3	11	2	8	tijeras
-36	-2	-2	1	-10	2	-13	-11	34	1	0	0	13	-7	-41	-12	-64	-4	-3	-4	-33	0	69	-1	92	7	-4	-15	17	9	-24	-13	-17	1	7	17	5	2	22	7	-16	-4	-6	-22	3	0	-37	-27	-4	-1	-1	5	-3	16	31	49	-14	1	2	7	-2	-12	-32	4	piedra
-5	-4	11	27	20	44	21	24	9	1	-13	-31	20	17	-2	-2	-14	-8	-2	2	-33	-10	12	-2	-16	2	1	3	-10	-21	-5	-5	3	-3	-3	-2	-11	-47	-13	-6	13	-4	0	4	8	40	20	15	-10	-5	-1	-1	18	17	-9	6	-4	-4	-8	-11	-1	2	0	-15	ok
2	-2	-1	-1	9	-5	-12	-10	-1	-1	-4	-7	-11	-2	0	-2	0	-1	0	-3	-1	6	1	10	-7	-4	-4	-1	-3	-30	-5	1	-3	-2	-5	-5	6	-19	-1	-9	5	-1	-3	-2	-6	-3	-5	2	0	-4	-3	-5	2	6	-1	6	8	0	-1	-6	10	16	5	23	ok
10	2	-1	-1	-9	-1	-2	3	1	-3	-2	-4	1	4	2	3	-8	0	0	2	55	-3	-1	-10	-7	0	2	1	-44	-10	-3	-5	3	-1	-2	0	9	4	-1	-4	-10	1	0	-1	16	-8	0	0	1	-1	0	0	5	19	2	0	-8	0	1	3	22	-6	-1	-3	tijeras
-3	-3	0	4	32	24	-1	-1	8	2	-4	-6	-27	-56	1	-1	-8	-2	-2	-6	-5	1	-4	10	3	-2	-6	-5	22	-14	-6	5	0	-1	0	-5	-61	-54	-6	-3	4	4	9	17	55	87	21	5	-13	-5	0	-4	-19	-39	-6	-11	0	3	2	-2	5	12	6	1	ok
-31	-24	7	12	2	-30	2	0	-11	13	0	3	-6	4	-19	-5	-4	0	-8	-19	0	-6	9	-7	13	19	-14	-5	1	-50	-13	13	-26	-29	9	7	9	74	10	-32	20	-11	-3	2	6	10	5	52	-15	8	1	-4	-17	-25	-27	-4	2	17	-12	-11	-23	0	10	-8	papel
12	-1	1	8	-3	-11	-2	0	-4	1	-2	-4	2	-5	-2	3	1	-1	-1	-6	-11	-4	-3	-1	-11	-4	0	1	-1	-1	-3	1	-23	-5	-4	-8	5	18	-4	-8	56	10	2	1	22	-4	2	15	-11	-1	-2	-5	-32	-15	1	4	8	2	-2	1	12	-3	-1	0	tijeras
64	7	2	-2	-45	-46	-3	20	12	-1	-1	-3	16	-7	-1	-4	0	-1	-7	-6	45	46	2	-2	-9	-3	2	2	16	40	2	-2	-46	0	1	-1	-49	-22	2	-3	50	-2	-3	-2	38	19	-5	10	-5	1	3	0	-34	-20	1	9	33	-2	0	-1	-17	-31	-2	-2	tijeras
0	1	-2	-2	-1	-5	1	-9	11	20	7	4	-12	-15	1	4	1	-28	-8	-4	8	16	1	6	1	5	0	-2	-1	-13	-6	0	2	18	-1	2	-3	5	3	0	-7	-29	-7	-3	3	-11	0	-2	11	6	2	5	8	51	9	1	-8	-8	-2	-1	0	4	-1	-9	papel
-19	-2	-3	-5	20	-2	-1	-8	25	2	-1	-5	-38	-16	-3	-1	-2	-1	-3	3	62	28	5	11	-10	-2	0	-4	-14	9	-4	-15	-5	-2	1	5	6	14	1	4	-19	-1	3	-1	-39	-63	-5	-2	16	2	-1	-5	-11	4	4	2	-11	-2	-2	-1	24	17	0	-5	tijeras
-7	-4	1	6	39	-9	-32	-32	11	10	2	-5	-25	47	41	11	4	-12	-11	-18	5	-29	-23	22	10	17	1	-7	-22	-34	15	3	-21	-17	3	23	-6	29	-11	-14	11	-10	-5	-11	26	-9	6	0	-24	1	-4	-8	-4	2	-8	-2	24	-1	6	29	6	29	-1	23	ok
-3	2	-2	-3	33	33	-1	0	-14	-5	4	1	-58	-16	-4	3	-30	-2	2	5	20	-20	0	4	2	3	-2	-2	-10	-8	0	5	31	1	0	-1	3	-2	-4	-5	-1	6	-2	-2	41	29	4	0	-2	-2	-1	0	-33	-9	-5	-16	-21	-6	-2	-2	-5	5	0	-5	tijeras
24	3	3	3	1	-8	4	7	-5	-4	2	-2	0	27	5	2	3	-1	0	-2	3	-15	-7	-6	-4	-5	-5	-9	-7	12	3	5	-7	-2	-4	-2	5	-2	-7	-10	3	-1	0	5	-11	-12	-1	-10	5	0	0	1	30	2	4	21	4	6	-1	-5	-10	-5	4	-9	ok
6	-1	0	-2	-2	9	-3	-2	7	4	2	5	11	10	-2	-8	-13	-2	-2	-3	-14	-11	-2	-1	-19	-1	-1	-1	36	15	-4	0	52	4	0	2	-13	-18	-1	5	-6	-6	-5	-9	-1	-8	-1	11	-9	-1	0	4	24	17	0	-4	31	0	5	1	-43	-23	7	5	tijeras
8	0	-1	-2	-16	-9	1	9	-28	-5	0	-2	3	6	-1	-1	16	6	1	-1	-4	-7	-2	-10	-8	-2	-2	1	36	28	4	0	-14	0	-1	3	17	12	0	-5	45	0	-1	-1	-17	-14	3	33	-20	-4	-2	0	6	8	-5	-11	-12	1	0	2	-13	-18	-5	6	tijeras
15	19	5	0	-31	-39	2	6	-13	-12	-7	-7	-28	10	-16	-22	-3	-2	3	1	30	30	29	31	14	5	-6	-5	-8	-25	-15	3	-4	0	1	7	8	37	-4	-2	-17	2	0	-2	23	-24	12	1	-10	-12	-2	0	-18	49	18	-3	19	6	-1	4	0	-6	-21	-6	papel
-12	4	-4	0	-7	15	-4	-6	-4	-9	-5	-1	2	13	-1	19	-18	0	-3	-3	-20	22	-1	-4	16	1	-8	4	21	-7	2	-17	-17	9	-7	-1	-26	13	3	-4	21	7	15	7	-3	-19	-10	-18	-3	-17	-5	0	10	0	4	6	-3	18	-2	-9	-11	-9	-4	22	papel
40	4	0	3	13	18	-3	2	-2	-2	-3	-6	-12	8	2	3	-16	-1	-1	-1	20	21	-1	3	-5	2	4	5	-27	-39	0	0	6	0	-1	1	-17	-25	-1	3	-5	0	-2	-3	40	38	5	-5	-9	0	3	0	-9	-11	2	6	-6	-3	-4	-3	20	15	2	2	tijeras
-7	-6	-5	-9	-21	-47	-13	-16	1	-1	-3	-3	-2	-21	-4	-9	-3	0	1	-1	19	10	-3	-4	-3	-2	0	-3	3	-12	-1	8	0	-2	-2	-3	3	34	2	-3	-2	-6	-5	-2	14	11	2	-6	0	-4	-9	-12	-7	-46	-8	-5	11	1	8	12	-23	36	8	9	ok
5	0	-2	-1	-13	-15	-1	11	-3	0	-4	-1	-13	-7	-10	-8	4	0	-1	0	13	9	0	3	13	1	1	0	-13	7	1	-7	-7	-2	-2	-1	14	-3	-6	-22	-1	-2	0	3	-1	-29	0	24	-1	0	-2	-1	-1	10	4	-2	-11	0	-1	-4	-18	-37	-10	0	ok
15	6	8	4	-6	-25	-10	1	-12	-6	-3	-3	8	-1	4	9	-8	-8	-6	0	14	-31	-13	-13	-8	0	0	-5	-22	-77	-5	-5	-13	-2	0	5	19	61	11	-7	-3	5	5	8	16	38	-8	-16	1	0	-1	-5	-10	20	14	13	-7	-4	-1	-3	-18	-60	-13	2	ok
14	-3	-5	-6	-27	-61	-10	-5	4	0	0	4	-10	-8	1	-3	-8	-3	-1	-5	-8	-8	-13	20	4	-1	-1	1	25	50	14	2	5	-4	-1	4	25	20	-7	-14	-7	2	5	5	4	37	14	13	1	-2	-2	2	-1	-23	-11	-10	7	3	1	3	19	28	4	31	ok
-15	2	4	9	-1	-7	11	-9	7	0	-1	11	1	-8	15	12	-18	0	2	-10	-7	1	-18	-3	19	-3	-3	-5	-9	-5	-57	-35	0	2	-2	-2	-9	2	46	28	9	-1	2	0	9	8	19	2	-8	0	-1	-1	3	-1	-16	3	6	1	2	-1	-5	-18	9	-2	piedra
-6	-4	-3	-3	18	6	-2	5	1	1	0	0	16	20	2	-2	7	-3	-4	-4	41	33	2	-2	-1	1	1	-2	-68	-41	-4	0	-3	-6	-3	-6	-6	11	1	-1	4	0	0	8	19	-19	0	2	-4	1	3	1	12	-16	-7	-10	14	1	0	-4	21	20	3	6	tijeras
16	-10	-3	-1	13	8	-5	0	-22	8	10	16	-26	-39	-19	-6	-7	-8	-19	-33	25	23	-1	-18	6	5	4	8	-12	38	13	11	17	3	-3	-8	2	20	9	-2	-9	1	-1	1	-11	-21	-21	-26	12	-5	1	10	3	-82	-2	51	-10	-5	5	7	28	64	14	-18	ok
-3	2	3	7	2	6	1	0	4	-2	-2	-6	3	4	1	1	-9	-4	-4	-2	16	11	-4	-5	-6	-4	-5	-4	7	18	-1	-5	-5	2	4	5	-17	-16	1	4	5	-2	0	-4	14	6	-2	-2	-15	-1	1	2	5	1	4	3	41	4	-1	0	-6	19	-1	8	tijeras
8	5	-7	1	-15	-30	6	5	-3	-24	-1	-4	0	-19	-6	4	-6	15	-8	-4	18	4	-8	-21	15	10	1	-2	-15	4	-1	4	-20	44	1	2	0	0	7	-2	-3	-29	-3	6	34	52	4	-11	-15	-19	3	3	-10	-31	-8	8	4	-9	-8	-8	6	8	4	-6	papel
0	2	2	5	3	6	16	-7	-1	-2	-4	-2	14	-5	7	-7	-2	2	1	-11	-4	-3	2	4	0	0	0	2	-3	-6	-28	-7	-1	-4	-7	-4	1	-8	-25	-7	4	2	6	6	-13	-13	-23	6	-11	-3	-2	3	2	4	31	-19	0	-4	-3	-7	5	-3	-1	17	piedra
-23	2	-1	11	-1	3	-24	3	12	-6	-5	-5	0	-3	-20	4	4	2	2	-2	-4	-14	-17	-27	-41	-4	-3	-8	-1	15	17	13	25	-3	0	0	-8	-1	5	-5	-24	5	1	6	3	-6	13	-4	-4	2	3	2	9	14	31	18	49	1	-2	-10	-7	-11	-20	0	piedra
22	-7	2	6	38	9	5	13	-10	7	1	-10	-30	-21	0	-4	26	-29	-7	1	13	-8	-1	11	-23	10	-1	6	49	31	7	-6	-12	8	3	-3	-14	-17	-15	-7	31	19	0	11	-45	-51	7	2	-57	-1	-4	-8	-4	-23	-12	-9	-10	-28	-2	-8	-5	22	0	3	papel
9	-5	2	7	-7	-2	-1	7	4	0	4	3	-1	3	-1	-4	-10	27	-1	-1	6	26	3	5	5	7	-3	-5	-14	-11	-6	-4	13	38	3	1	6	0	-1	-1	-23	-24	-3	-2	14	-1	-4	-4	11	-10	-3	4	-12	4	-1	-7	-2	-12	-3	5	39	28	6	6	papel
3	-1	4	2	-23	-24	-2	-2	2	1	-2	0	27	19	4	2	20	1	-1	-1	0	6	1	3	-2	-3	-1	-1	-13	-5	-2	-1	6	-2	-4	-6	-12	-4	-1	3	-3	0	-1	-1	-5	8	-1	-5	-18	-1	1	4	-14	-20	1	-7	-1	-3	-3	-2	20	30	-1	2	tijeras
13	-1	0	13	-8	-10	-78	-4	-9	-3	-1	12	-2	-21	-90	-28	-30	-11	-10	-8	-24	-59	21	-71	-8	1	-2	-21	-16	-51	16	22	36	8	4	4	32	60	22	44	-1	0	1	-2	4	16	-128	-39	-7	4	5	12	-5	-33	-54	26	-4	-4	-4	-12	-6	-27	-16	-98	piedra
16	-5	-3	-3	3	0	3	-7	-27	-5	10	6	-7	24	11	20	-1	-12	-11	3	-15	-34	-14	4	6	-15	-11	0	27	23	6	-9	-2	12	2	-3	-11	-6	0	7	1	-5	-5	-8	-26	-7	-7	11	6	-4	6	0	-13	14	-1	-10	14	-3	-4	5	26	14	11	22	papel
-14	-2	1	10	-6	-12	-10	-7	3	0	-3	-21	-7	32	14	-10	-6	-1	1	-2	17	-39	-16	8	10	4	-3	1	-23	4	2	-6	-26	2	6	3	2	0	-2	3	-15	5	2	4	7	35	-2	-8	24	-2	0	-6	-6	24	6	22	-8	-6	-5	-8	1	-29	15	-4	ok
-10	-7	-4	-4	14	24	-3	-18	-15	-2	1	4	-17	1	-2	-5	-15	-8	-8	-6	4	18	-3	8	37	6	3	3	7	-5	3	-6	10	1	-1	-1	-16	-32	-12	8	-6	0	0	-1	-21	-14	-1	-13	-2	-7	-5	-5	14	37	-4	-10	-17	4	2	6	33	-26	3	2	tijeras
-4	-2	1	-4	-4	31	-2	-6	4	-2	-4	-4	20	-1	-4	2	-5	0	-2	1	-14	-24	6	-11	-4	-4	-4	-4	-4	-14	-4	1	0	-2	-2	3	17	23	-12	-6	-23	3	2	6	7	53	4	-5	5	-1	-1	-2	-21	-45	-6	1	-30	-3	1	-2	3	-15	-3	-4	ok
-7	0	-1	3	9	3	-19	-22	-35	-1	2	2	-16	-5	-38	4	22	0	-3	-4	23	2	-42	-21	10	-2	-1	6	-13	2	-7	32	-4	-4	-3	-11	6	5	85	-10	-1	-2	0	1	-2	-18	-98	-27	3	2	3	4	6	35	92	32	-11	-1	-3	-3	-1	0	-64	-44	piedra
2	-3	-2	1	6	13	3	6	2	-8	2	0	3	-25	-16	-11	4	6	2	3	-10	-37	0	0	-5	-1	0	2	-3	-60	-7	0	-9	-1	0	-3	8	56	3	0	45	4	2	1	-2	12	14	21	1	0	-1	0	-3	-39	-9	2	-2	1	-3	1	18	55	0	-3	ok
14	7	4	3	-7	37	18	9	-13	-7	-6	-7	-6	7	-9	-11	-33	-6	-6	-6	20	18	-2	-7	26	6	2	1	-14	-6	-7	-4	3	1	0	-2	9	18	-2	3	-1	4	2	3	-6	-45	7	12	-8	-5	-2	1	0	23	1	-11	-3	-4	-3	-6	0	3	-12	0	ok
-1	-4	-7	-8	17	2	14	6	4	-1	-1	-3	5	5	-7	-14	-6	1	2	5	-16	-2	5	6	-7	-3	2	4	-13	-22	-127	-17	-41	-4	-3	-29	17	11	105	24	85	2	-4	5	-6	15	42	21	-11	0	2	5	11	8	9	-4	-8	0	-2	0	6	-4	-68	-4	piedra
23	8	1	-10	-10	28	23	11	-3	-6	0	1	3	-38	-31	-10	-7	1	3	6	-2	1	-2	12	-22	0	-1	4	29	91	12	4	39	6	5	3	9	-33	9	27	12	5	-5	-3	-11	-3	-2	11	-4	-2	3	13	14	-3	6	2	-1	1	-5	-14	-23	-19	-10	13	ok
-14	-5	-7	-10	-5	10	-1	-5	3	0	2	3	-36	-14	3	2	2	0	1	0	13	-1	-1	-4	-4	2	0	-3	-8	-13	-4	10	25	-1	-4	-4	29	23	1	3	-7	-1	2	5	5	5	0	-4	-20	-2	-1	-1	1	-2	-4	-6	6	-1	0	0	-32	-7	-1	-2	tijeras
22	2	6	19	25	12	12	25	-9	-1	-2	-11	6	-9	5	4	-14	6	-2	-22	-1	25	68	55	1	-5	-2	8	-22	-4	61	-1	19	-6	-6	-7	-19	-51	-128	-45	5	6	5	9	19	40	127	70	-23	-5	-8	-6	-2	10	-128	-7	38	2	-2	-5	-3	-24	-76	-9	piedra
-5	-1	0	3	5	4	7	19	0	3	5	7	0	-2	1	-18	-51	-5	-1	-6	11	5	-8	-26	100	0	1	6	-10	-7	2	-5	-14	1	-2	-2	-8	7	1	4	-1	0	0	0	10	-2	2	9	-21	-1	-2	-5	-4	0	-39	-2	7	1	-1	2	-8	-5	19	-5	piedra
-4	-1	-4	-1	21	0	-7	-11	2	-1	2	3	-5	-16	-4	4	-21	1	0	0	18	36	5	-5	-3	-5	-4	2	-8	-11	-8	-15	7	2	6	-1	-16	2	16	12	-3	-7	-7	-8	-11	-4	-7	-7	13	1	2	1	-15	-18	-2	0	-2	-2	2	5	32	45	0	2	ok
-9	-10	-1	4	-4	-28	-8	-41	2	-4	-2	-2	30	24	-3	17	-2	0	-1	1	1	50	11	-12	13	13	1	1	-2	-7	-3	-1	-12	9	-4	-2	2	7	-2	-1	-6	-10	-1	2	9	-16	-2	-6	4	-6	-3	-12	-10	-27	-11	3	2	1	1	5	11	9	2	4	papel
0	24	6	6	50	-51	-7	-4	30	29	-3	5	14	0	4	24	-7	-4	13	10	-34	15	11	11	-10	-45	2	6	-5	16	-9	-12	5	-20	-6	-21	32	21	-1	-12	-17	-31	-9	5	25	1	-7	-15	-5	5	-3	-4	5	-1	-5	-2	-2	17	-4	-5	-1	-9	7	1	papel
-4	-25	-9	-2	-8	-18	-16	3	9	1	-1	2	11	46	9	6	3	4	-5	-10	5	8	-13	-12	-3	-1	3	9	-31	-29	5	-2	1	0	-1	-2	8	9	6	12	1	-4	0	0	-9	-32	-4	-2	5	5	-3	-3	-9	7	-1	-3	-19	-14	-8	-14	28	28	0	-4	papel
2	-2	-1	1	-10	-18	0	2	-15	-5	-2	-3	21	18	-1	-3	-14	-2	-1	-4	-31	-26	-4	13	65	2	-4	-1	2	11	0	5	-26	-5	-5	0	32	23	1	-4	-19	2	-1	1	-37	-14	-4	-6	34	0	-1	1	-12	-4	-2	1	-29	-5	0	-2	10	-5	2	13	tijeras
-4	-5	-4	-3	-13	-26	6	-8	32	10	-2	-5	-28	46	-9	-4	-34	-14	11	0	3	-47	-17	-16	36	2	2	12	15	44	15	15	-10	-3	3	6	-18	-10	1	-16	-2	-6	-10	-7	7	5	-7	-13	4	34	15	-5	-24	-59	7	15	16	19	3	7	25	67	-11	4	papel
-8	5	-1	-9	-51	-14	5	2	-1	-2	5	9	30	-1	3	13	2	0	-3	-3	-13	-2	-3	-5	-2	10	-1	-3	-9	-26	3	9	3	-11	4	-2	28	25	-1	6	-4	-18	-5	2	-17	20	3	-26	-1	-7	-4	-3	-5	-14	5	15	3	-1	-1	0	-24	-30	-5	8	papel
-35	-25	-7	9	21	55	41	31	13	-5	0	-4	-22	-25	14	9	-5	-1	0	2	9	-27	-55	-25	-10	-15	-3	5	-12	15	76	19	6	24	2	-2	17	-18	1	-6	-5	16	4	-8	-6	-13	-91	-30	-2	-8	-17	-3	-15	-1	52	11	17	-4	3	4	12	10	28	0	piedra
0	-6	-8	-6	0	-38	-38	-16	4	2	1	-2	-3	43	50	-3	-19	-6	-1	2	17	-2	24	4	7	0	1	3	-4	38	30	25	-22	7	-5	-15	3	10	-8	-6	22	-4	0	3	-2	9	-22	16	32	2	-15	-9	-6	1	34	-12	-21	-4	17	13	12	-23	-23	-29	piedra
-10	2	-9	4	2	-8	-17	-14	-4	6	13	-17	-7	-3	-4	-8	4	-8	3	5	-4	7	15	11	-16	3	-1	-8	-7	-13	6	1	2	17	3	3	0	-14	-88	-16	-40	-28	-8	7	4	18	101	-10	77	10	-2	-6	20	8	28	41	5	-11	-5	-1	-6	-2	4	9	piedra
-5	0	-3	1	1	25	-5	3	-3	-14	-5	0	9	-17	-2	7	-1	-3	-3	-2	-18	25	16	-1	3	2	1	-1	3	-19	-1	-3	13	0	-2	-1	-1	21	10	6	-6	4	2	-1	-2	-34	-13	0	10	2	4	2	4	50	10	0	11	-2	-4	-2	9	-44	-14	10	ok
36	21	23	28	15	35	4	45	-32	-44	-23	1	-11	-25	-47	-21	-6	5	19	-21	-1	16	-6	-32	35	4	-8	1	1	-9	-29	7	-31	-13	-5	2	-3	-37	30	-1	-25	13	5	0	2	23	-33	-1	-11	-8	-10	5	-7	-12	26	25	2	-10	6	10	0	15	-65	-49	piedra
19	4	-8	-8	24	29	-7	8	-15	-16	-7	-13	3	65	-4	7	7	10	9	14	-15	-28	17	11	-12	-7	-1	3	14	19	-1	6	-5	-1	-2	-14	-22	-31	-5	-19	14	3	-6	-5	23	-9	-2	-11	4	3	9	38	-30	-30	10	22	4	-11	-16	-52	-11	-15	-4	-2	ok
1	-3	1	2	-5	-19	-2	-6	20	4	-4	-4	32	46	6	-3	1	-14	1	-2	-39	-42	-6	1	9	0	-3	-5	-20	5	0	18	-8	-2	-4	-5	20	17	-1	-9	-4	-2	1	2	-32	-51	-7	-14	-19	6	4	4	12	-2	2	-6	77	5	-2	-4	36	23	5	18	tijeras
18	2	-2	3	-15	2	4	10	-29	0	3	13	12	-4	-17	3	-7	-1	-4	1	16	-8	-27	-19	10	15	-1	-8	-3	-3	-6	5	-9	-18	0	-4	-6	-2	-4	-2	-20	-1	0	6	11	2	7	-21	6	0	-1	-14	-18	-9	-66	4	-3	-14	-4	3	5	8	64	22	piedra
-13	-2	-2	0	6	2	-6	-2	9	-2	1	-2	-3	-1	-2	-3	-5	1	0	-2	-8	-17	-7	0	7	1	-1	-1	14	5	1	1	-4	5	-4	-2	19	50	0	-1	-9	-11	0	6	27	-1	-3	-4	8	3	5	2	-61	-63	0	-5	-4	-2	-7	-3	35	18	3	1	tijeras
-3	-3	-3	-2	25	-23	-8	1	13	-8	-8	-18	-45	-65	-11	-2	6	8	10	14	-26	3	20	18	-7	6	7	4	8	12	10	-4	1	-1	-2	1	10	-2	-1	5	-7	-1	-3	-3	3	-8	-9	-5	12	-6	-6	-3	3	-24	-9	-9	1	-2	-2	-2	-6	-33	-6	-4	ok
6	1	-1	-1	-35	-70	0	10	-9	-5	-4	-6	-9	-45	-10	5	3	0	1	2	3	24	-2	-6	-20	-4	-5	-7	-6	-40	-6	9	-5	2	1	3	6	-20	8	-7	-9	1	1	-2	-3	-17	-12	-4	3	0	-1	7	-1	27	24	8	2	-5	-3	-6	2	17	-8	-15	ok
10	0	3	3	-8	2	3	9	-13	-6	-4	-4	13	17	-3	-14	-11	-1	2	1	8	-7	3	6	10	3	2	0	-26	-45	-4	4	-4	-2	-2	-3	4	5	-2	-21	-12	-4	-4	-9	-18	10	-2	-1	-9	-3	0	6	-3	-11	-2	3	5	-1	0	-3	8	-14	-3	-11	tijeras
1	-1	-1	-2	-6	-20	-2	1	-1	-2	-3	-1	3	9	-2	0	-12	-8	-5	-3	16	0	-14	-15	26	6	7	7	-5	16	14	38	2	3	2	1	-17	-18	-2	-2	-3	1	-1	-3	2	2	-2	2	5	1	-1	1	12	-6	-4	-1	-10	-3	-3	-4	-18	-31	-2	-10	ok
-13	-12	-6	-3	-10	-27	0	-14	2	-4	-4	-3	15	50	5	28	-10	-2	-2	-1	3	8	-2	7	8	6	6	3	-10	4	17	3	-7	1	-4	-6	-19	-81	-25	-12	6	-4	-6	-8	10	17	0	0	7	-2	1	3	1	45	18	-7	7	-1	-1	1	23	8	4	-1	ok
-3	0	-2	0	10	17	-2	-2	1	-4	0	-6	-36	-5	1	5	-37	-3	1	2	-5	-23	-4	-21	84	7	1	-6	-1	11	4	14	-6	1	3	7	-2	-18	-2	-6	-17	-6	-5	-5	31	27	7	0	34	13	4	3	-15	-3	-7	-13	-40	-22	-4	-4	5	5	4	12	tijeras
-5	-3	-5	-3	10	21	2	-1	-8	-4	-2	-4	29	23	-3	-2	-2	1	2	3	-14	-16	1	3	-1	-1	3	4	-12	-17	0	-5	22	3	-1	-2	5	-15	-5	1	-23	-4	-6	-4	16	37	5	12	10	1	-1	1	-23	-15	-7	6	1	-1	1	-1	11	-13	-1	-15	tijeras
-5	-4	-4	-6	-20	38	3	-3	-4	-5	-4	-2	4	-9	-1	-17	-10	2	5	3	-6	-13	2	9	-5	1	0	2	6	29	8	-5	11	1	-4	-3	-4	-39	-9	-2	-1	2	2	-1	-10	11	3	-3	-14	-3	-4	-3	-19	2	2	10	-1	-5	-2	-1	25	-19	-7	15	ok
-31	-7	-3	-6	64	38	2	-5	32	6	8	9	-49	-39	1	-2	4	1	-2	-1	4	-24	3	13	1	-6	-5	-6	48	26	1	-3	0	4	1	-1	-39	-26	1	8	-22	-4	-3	-4	-18	-3	-3	-14	-5	-2	-2	-1	27	18	-3	-5	11	-3	-2	0	12	14	-3	4	tijeras
-10	-2	-5	-1	44	41	4	-7	-6	-1	3	4	-9	-14	-2	-5	7	2	-3	-4	-15	-2	3	25	-11	0	2	5	-19	-24	-1	-10	1	0	1	1	18	-2	2	-2	13	-3	-2	-3	16	14	-1	0	14	5	-1	4	17	9	4	0	0	-1	-4	-4	-17	-27	-1	-2	tijeras
26	20	-1	-5	-23	-95	-21	24	-24	-22	6	7	9	14	6	-28	-7	-4	-2	-4	15	17	-6	-2	5	-4	0	1	-40	-61	-2	-12	0	-4	-5	-9	11	63	5	-4	8	4	5	10	3	39	12	43	-10	-3	-1	-2	4	23	-2	-22	-4	-2	2	4	-6	-8	-6	22	ok
1	-7	-8	-3	3	-3	-1	-4	16	11	-6	-5	-14	-7	-2	4	-32	-2	-2	-8	17	-9	-3	-3	9	11	-2	14	-3	5	0	4	1	19	12	4	-33	16	3	-10	-6	1	7	2	25	21	-3	-10	6	-8	-5	-6	-4	2	3	15	-1	-21	-4	-9	8	-16	0	-5	papel
27	2	-3	-2	-3	11	3	4	-8	-5	1	-1	-6	-9	0	-9	-20	0	2	2	6	0	3	-2	10	-3	-3	-2	-6	-5	-4	-6	-4	2	-3	-1	-12	17	0	-2	8	-2	-1	3	-2	-14	-3	3	22	-3	-3	-5	13	-4	1	2	-12	-1	2	0	-38	-3	-1	-6	tijeras
