status;duration;credit.hist;purpose;credit.amo;savings;employed.time;installment;status.sex;debtors;residence.time;property;age;installment2;housing;num.credits;job;num.people;telephone;foreign;y
no checking account;12;critical account;furniture/equipment;1592;>= 1000 DM;4 <=  and < 7 years;3;female:divorced/separated/married;none;2;building society savings agreement/life insurance;35;none;own;1;skilled employee/official;1;none;no;yes
no checking account;15;existing credits paid back duly till now;furniture/equipment;2186;unknown/no savings account;4 <=  and < 7 years;1;female:divorced/separated/married;none;4;real estate;33;bank;rent;1;unskilled - resident;1;none;yes;yes
< 0 DM;18;existing credits paid back duly till now;furniture/equipment;4153;< 100 DM;1 <=  and < 4 years;2;male:single;co-applicant;3;car or other;42;none;own;1;skilled employee/official;1;none;yes;no
no checking account;20;critical account;car (new);3485;unknown/no savings account;< 1 year;2;male:divorced/separated;none;4;real estate;44;none;own;2;skilled employee/official;1;yes;yes;yes
no checking account;15;existing credits paid back duly till now;radio/television;1386;unknown/no savings account;1 <=  and < 4 years;4;male:married/widowed;none;2;real estate;40;none;rent;1;skilled employee/official;1;yes;yes;yes
no checking account;24;existing credits paid back duly till now;radio/television;1278;< 100 DM;>= 7 years;4;male:single;none;1;real estate;36;none;own;1;management/self-employed/;1;yes;yes;yes
< 0 DM;12;existing credits paid back duly till now;radio/television;1107;< 100 DM;1 <=  and < 4 years;2;male:single;none;2;real estate;20;none;rent;1;management/self-employed/;2;yes;yes;yes
< 0 DM;21;existing credits paid back duly till now;car (new);3763;unknown/no savings account;4 <=  and < 7 years;2;male:single;co-applicant;2;real estate;24;none;own;1;unskilled - resident;1;none;no;yes
0 <=  and < 200 DM;36;existing credits paid back duly till now;education;3711;unknown/no savings account;1 <=  and < 4 years;2;male:married/widowed;none;2;car or other;27;none;own;1;skilled employee/official;1;none;yes;yes
0 <=  and < 200 DM;9;existing credits paid back duly till now;car (new);3195;unknown/no savings account;1 <=  and < 4 years;1;female:divorced/separated/married;none;2;real estate;33;none;own;1;unskilled - resident;1;none;yes;yes
0 <=  and < 200 DM;24;critical account;furniture/equipment;4736;< 100 DM;< 1 year;2;female:divorced/separated/married;none;4;car or other;25;bank;own;1;unskilled - resident;1;none;yes;no
< 0 DM;24;all credits at this bank paid back duly;business;3161;< 100 DM;1 <=  and < 4 years;4;male:single;none;2;building society savings agreement/life insurance;31;none;rent;1;skilled employee/official;1;yes;yes;no
no checking account;10;existing credits paid back duly till now;car (used);2848;100 <=  and < 500 DM;1 <=  and < 4 years;1;male:single;co-applicant;2;real estate;32;none;own;1;skilled employee/official;2;none;yes;yes
< 0 DM;6;existing credits paid back duly till now;car (new);14896;< 100 DM;>= 7 years;1;male:single;none;4;unknown/no property;68;bank;own;1;management/self-employed/;1;yes;yes;no
< 0 DM;24;existing credits paid back duly till now;furniture/equipment;2359;100 <=  and < 500 DM;unemployed;1;male:divorced/separated;none;1;building society savings agreement/life insurance;33;none;own;1;skilled employee/official;1;none;yes;no
< 0 DM;24;existing credits paid back duly till now;furniture/equipment;3345;< 100 DM;>= 7 years;4;male:single;none;2;building society savings agreement/life insurance;39;none;rent;1;management/self-employed/;1;yes;yes;no
no checking account;18;critical account;furniture/equipment;1817;< 100 DM;1 <=  and < 4 years;4;female:divorced/separated/married;none;2;unknown/no property;28;none;own;2;skilled employee/official;1;none;yes;yes
< 0 DM;9;existing credits paid back duly till now;radio/television;1366;< 100 DM;< 1 year;3;female:divorced/separated/married;none;4;building society savings agreement/life insurance;22;none;rent;1;skilled employee/official;1;none;yes;no
0 <=  and < 200 DM;12;existing credits paid back duly till now;car (new);2002;< 100 DM;4 <=  and < 7 years;3;male:single;none;4;building society savings agreement/life insurance;30;none;rent;1;skilled employee/official;2;yes;yes;yes
< 0 DM;24;all credits at this bank paid back duly;furniture/equipment;6872;< 100 DM;< 1 year;2;male:divorced/separated;none;1;building society savings agreement/life insurance;55;bank;own;1;skilled employee/official;1;yes;yes;no
< 0 DM;12;all credits at this bank paid back duly;car (new);697;< 100 DM;< 1 year;4;male:single;none;2;car or other;46;bank;own;2;skilled employee/official;1;yes;yes;no
< 0 DM;18;critical account;furniture/equipment;1049;< 100 DM;< 1 year;4;female:divorced/separated/married;none;4;building society savings agreement/life insurance;21;none;rent;1;skilled employee/official;1;none;yes;yes
< 0 DM;48;existing credits paid back duly till now;car (used);10297;< 100 DM;4 <=  and < 7 years;4;male:single;none;4;unknown/no property;39;stores;for free;3;skilled employee/official;2;yes;yes;no
no checking account;30;existing credits paid back duly till now;radio/television;1867;unknown/no savings account;>= 7 years;4;male:single;none;4;car or other;58;none;own;1;skilled employee/official;1;yes;yes;yes
< 0 DM;24;existing credits paid back duly till now;furniture/equipment;1747;< 100 DM;< 1 year;4;male:single;co-applicant;1;building society savings agreement/life insurance;24;none;own;1;unskilled - resident;1;none;no;yes
0 <=  and < 200 DM;9;existing credits paid back duly till now;radio/television;1670;< 100 DM;< 1 year;4;female:divorced/separated/married;none;2;car or other;22;none;own;1;skilled employee/official;1;yes;yes;no
no checking account;9;critical account;car (new);1224;< 100 DM;1 <=  and < 4 years;3;male:single;none;1;real estate;30;none;own;2;skilled employee/official;1;none;yes;yes
< 0 DM;12;existing credits paid back duly till now;radio/television;1498;< 100 DM;1 <=  and < 4 years;4;female:divorced/separated/married;none;1;car or other;23;bank;own;1;skilled employee/official;1;none;yes;yes
0 <=  and < 200 DM;30;delay in paying off in the past;radio/television;1919;100 <=  and < 500 DM;< 1 year;4;male:single;none;3;unknown/no property;30;stores;own;2;management/self-employed/;1;none;yes;no
>= 200 DM;9;existing credits paid back duly till now;radio/television;745;< 100 DM;1 <=  and < 4 years;3;female:divorced/separated/married;none;2;real estate;28;none;own;1;unskilled - resident;1;none;yes;no
0 <=  and < 200 DM;6;existing credits paid back duly till now;radio/television;2063;< 100 DM;< 1 year;4;male:married/widowed;none;3;car or other;30;none;rent;1;management/self-employed/;1;yes;yes;yes
0 <=  and < 200 DM;60;existing credits paid back duly till now;education;6288;< 100 DM;1 <=  and < 4 years;4;male:single;none;4;unknown/no property;42;none;for free;1;skilled employee/official;1;none;yes;no
no checking account;24;critical account;car (used);6842;unknown/no savings account;1 <=  and < 4 years;2;male:single;none;4;building society savings agreement/life insurance;46;none;own;2;management/self-employed/;2;yes;yes;yes
no checking account;10;existing credits paid back duly till now;car (new);1546;< 100 DM;1 <=  and < 4 years;3;male:single;none;2;real estate;31;none;own;1;unskilled - resident;2;none;no;yes
no checking account;24;existing credits paid back duly till now;furniture/equipment;929;unknown/no savings account;4 <=  and < 7 years;4;male:single;none;2;car or other;31;stores;own;1;skilled employee/official;1;yes;yes;yes
< 0 DM;15;existing credits paid back duly till now;furniture/equipment;1845;< 100 DM;< 1 year;4;female:divorced/separated/married;guarantor;1;building society savings agreement/life insurance;46;none;rent;1;skilled employee/official;1;none;yes;yes
no checking account;12;existing credits paid back duly till now;car (new);2859;unknown/no savings account;unemployed;4;male:single;none;4;unknown/no property;38;none;own;1;management/self-employed/;1;yes;yes;yes
no checking account;24;existing credits paid back duly till now;radio/television;3621;100 <=  and < 500 DM;>= 7 years;2;male:single;none;4;car or other;31;none;own;2;skilled employee/official;1;none;yes;no
0 <=  and < 200 DM;18;critical account;business;3590;< 100 DM;unemployed;3;male:married/widowed;none;3;car or other;40;none;own;3;unemployed/unskilled - non-resident;2;yes;yes;yes
< 0 DM;36;delay in paying off in the past;business;2145;< 100 DM;4 <=  and < 7 years;2;male:single;none;1;car or other;24;none;own;2;skilled employee/official;1;yes;yes;no
0 <=  and < 200 DM;24;existing credits paid back duly till now;car (used);4113;500 <=  and < 1000 DM;< 1 year;3;female:divorced/separated/married;none;4;car or other;28;none;rent;1;skilled employee/official;1;none;yes;no
no checking account;36;existing credits paid back duly till now;furniture/equipment;10974;< 100 DM;unemployed;4;female:divorced/separated/married;none;2;car or other;26;none;own;2;management/self-employed/;1;yes;yes;no
< 0 DM;12;existing credits paid back duly till now;car (new);1893;< 100 DM;1 <=  and < 4 years;4;female:divorced/separated/married;guarantor;4;building society savings agreement/life insurance;29;none;own;1;skilled employee/official;1;yes;yes;yes
< 0 DM;24;critical account;radio/television;1231;>= 1000 DM;>= 7 years;4;female:divorced/separated/married;none;4;building society savings agreement/life insurance;57;none;rent;2;management/self-employed/;1;yes;yes;yes
>= 200 DM;30;critical account;radio/television;3656;unknown/no savings account;>= 7 years;4;male:single;none;4;building society savings agreement/life insurance;49;stores;own;2;unskilled - resident;1;none;yes;yes
0 <=  and < 200 DM;9;critical account;radio/television;1154;< 100 DM;>= 7 years;2;male:single;none;4;real estate;37;none;own;3;unskilled - resident;1;none;yes;yes
< 0 DM;28;existing credits paid back duly till now;car (new);4006;< 100 DM;1 <=  and < 4 years;3;male:single;none;2;car or other;45;none;own;1;unskilled - resident;1;none;yes;no
0 <=  and < 200 DM;24;existing credits paid back duly till now;furniture/equipment;3069;100 <=  and < 500 DM;>= 7 years;4;male:single;none;4;unknown/no property;30;none;for free;1;skilled employee/official;1;none;yes;yes
no checking account;6;critical account;radio/television;1740;< 100 DM;>= 7 years;2;male:married/widowed;none;2;real estate;30;none;rent;2;skilled employee/official;1;none;yes;yes
0 <=  and < 200 DM;21;delay in paying off in the past;car (new);2353;< 100 DM;1 <=  and < 4 years;1;male:divorced/separated;none;4;building society savings agreement/life insurance;47;none;own;2;skilled employee/official;1;none;yes;yes
no checking account;15;existing credits paid back duly till now;car (new);3556;unknown/no savings account;1 <=  and < 4 years;3;male:single;none;2;unknown/no property;29;none;own;1;skilled employee/official;1;none;yes;yes
no checking account;24;existing credits paid back duly till now;radio/television;2397;500 <=  and < 1000 DM;>= 7 years;3;male:single;none;2;car or other;35;bank;own;2;skilled employee/official;1;yes;yes;no
0 <=  and < 200 DM;6;existing credits paid back duly till now;repairs;454;< 100 DM;< 1 year;3;male:married/widowed;none;1;building society savings agreement/life insurance;22;none;own;1;unskilled - resident;1;none;yes;yes
0 <=  and < 200 DM;30;existing credits paid back duly till now;radio/television;1715;unknown/no savings account;1 <=  and < 4 years;4;female:divorced/separated/married;none;1;car or other;26;none;own;1;skilled employee/official;1;none;yes;yes
0 <=  and < 200 DM;27;critical account;radio/television;2520;500 <=  and < 1000 DM;1 <=  and < 4 years;4;male:single;none;2;building society savings agreement/life insurance;23;none;own;2;unskilled - resident;1;none;yes;no
no checking account;15;existing credits paid back duly till now;radio/television;3568;< 100 DM;>= 7 years;4;female:divorced/separated/married;none;2;car or other;54;bank;rent;1;management/self-employed/;1;yes;yes;yes
no checking account;42;existing credits paid back duly till now;radio/television;7166;unknown/no savings account;4 <=  and < 7 years;2;male:married/widowed;none;4;building society savings agreement/life insurance;29;none;rent;1;skilled employee/official;1;yes;yes;yes
0 <=  and < 200 DM;15;existing credits paid back duly till now;repairs;1514;100 <=  and < 500 DM;1 <=  and < 4 years;4;male:single;guarantor;2;real estate;22;none;own;1;skilled employee/official;1;none;yes;yes
no checking account;30;critical account;radio/television;2831;< 100 DM;1 <=  and < 4 years;4;female:divorced/separated/married;none;2;car or other;33;none;own;1;skilled employee/official;1;yes;yes;yes
>= 200 DM;24;existing credits paid back duly till now;radio/television;1258;500 <=  and < 1000 DM;1 <=  and < 4 years;3;female:divorced/separated/married;none;3;car or other;57;none;own;1;unskilled - resident;1;none;yes;yes
0 <=  and < 200 DM;6;existing credits paid back duly till now;radio/television;753;< 100 DM;1 <=  and < 4 years;2;female:divorced/separated/married;guarantor;3;real estate;64;none;own;1;skilled employee/official;1;none;yes;yes
0 <=  and < 200 DM;18;delay in paying off in the past;business;2427;unknown/no savings account;>= 7 years;4;male:single;none;2;building society savings agreement/life insurance;42;none;own;2;skilled employee/official;1;none;yes;yes
no checking account;24;delay in paying off in the past;car (new);2538;< 100 DM;>= 7 years;4;male:single;none;4;car or other;47;none;own;2;unskilled - resident;2;none;yes;no
0 <=  and < 200 DM;30;critical account;furniture/equipment;8386;< 100 DM;4 <=  and < 7 years;2;male:single;none;2;building society savings agreement/life insurance;49;none;own;1;skilled employee/official;1;none;yes;no
no checking account;48;existing credits paid back duly till now;business;4844;< 100 DM;unemployed;3;male:single;none;2;car or other;33;bank;rent;1;management/self-employed/;1;yes;yes;no
no checking account;24;critical account;furniture/equipment;2028;< 100 DM;4 <=  and < 7 years;2;male:single;none;2;building society savings agreement/life insurance;30;none;own;2;unskilled - resident;1;none;yes;yes
< 0 DM;15;critical account;furniture/equipment;1433;< 100 DM;1 <=  and < 4 years;4;female:divorced/separated/married;none;3;building society savings agreement/life insurance;25;none;rent;2;skilled employee/official;1;none;yes;yes
>= 200 DM;42;no credits taken/all credits paid back duly;business;6289;< 100 DM;< 1 year;2;male:divorced/separated;none;1;building society savings agreement/life insurance;33;none;own;2;skilled employee/official;1;none;yes;yes
< 0 DM;24;existing credits paid back duly till now;car (used);6579;< 100 DM;unemployed;4;male:single;none;2;unknown/no property;29;none;for free;1;management/self-employed/;1;yes;yes;yes
0 <=  and < 200 DM;24;critical account;radio/television;1743;< 100 DM;>= 7 years;4;male:single;none;2;building society savings agreement/life insurance;48;none;own;2;unskilled - resident;1;none;yes;yes
no checking account;12;critical account;education;3565;unknown/no savings account;< 1 year;2;male:single;none;1;building society savings agreement/life insurance;37;none;own;2;unskilled - resident;2;none;yes;yes
no checking account;15;all credits at this bank paid back duly;radio/television;1569;100 <=  and < 500 DM;>= 7 years;4;male:single;none;4;car or other;34;bank;own;1;unskilled - resident;2;none;yes;yes
< 0 DM;18;existing credits paid back duly till now;radio/television;1936;unknown/no savings account;4 <=  and < 7 years;2;male:married/widowed;none;4;car or other;23;none;rent;2;unskilled - resident;1;none;yes;yes
< 0 DM;36;existing credits paid back duly till now;furniture/equipment;3959;< 100 DM;unemployed;4;male:single;none;3;building society savings agreement/life insurance;30;none;own;1;management/self-employed/;1;yes;yes;yes
no checking account;12;existing credits paid back duly till now;car (new);2390;unknown/no savings account;>= 7 years;4;male:single;none;3;car or other;50;none;own;1;skilled employee/official;1;yes;yes;yes
< 0 DM;30;existing credits paid back duly till now;car (used);3857;< 100 DM;1 <=  and < 4 years;4;male:divorced/separated;none;4;building society savings agreement/life insurance;40;none;own;1;management/self-employed/;1;yes;yes;yes
no checking account;12;existing credits paid back duly till now;radio/television;804;< 100 DM;>= 7 years;4;male:single;none;4;car or other;38;none;own;1;skilled employee/official;1;none;yes;yes
< 0 DM;45;existing credits paid back duly till now;radio/television;1845;< 100 DM;1 <=  and < 4 years;4;male:single;none;4;unknown/no property;23;none;for free;1;skilled employee/official;1;yes;yes;no
0 <=  and < 200 DM;45;critical account;car (used);4576;100 <=  and < 500 DM;unemployed;3;male:single;none;4;car or other;27;none;own;1;skilled employee/official;1;none;yes;yes
